"","participant","first_character","second_character","Cue","left_categ","centleft_categ","centright_categ","right_categ","obj_category","trial_cond","corr_ans","switch_cond","cuedCharacter","image","task_resp.keys","task_resp.corr","task_resp.rt","myownaccuracy","trialNum","response","respCat","accuracy","V1","P1","Post1","Vpre1","V2","P2","Post2","Vpre2","V3","P3","Post3","Vpre3","V4","P4","Post4","Vpre4","Prob","Delta","entropy_preP","entropy_preV","surpriseP","surpriseV"
"21",1,"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","Outdoor activity & sport item",1,2,2,"stimuli/m2.jpg","stimuli/objects/swimgoggles.jpg",2,1,0.518,1,21,2,"Outdoor activity & sport item",1,-0.992194658314594,0.00333410017619182,0.00141323814383556,-0.987032874061889,-0.584875301989788,0.0430023620033183,0.00658673560000575,-0.310347393351966,-0.992194658314594,0.00333410017619182,0.00141323814383556,-0.987032874061889,0.741803300656946,0.950329437644298,0.990586788112323,0.508844409929014,0.950329437644298,NA,0.221755405424197,NA,0.0263142055603702,-0.101373032951034
"22",1,"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","Outdoor activity & sport item",0,3,2,"stimuli/m5.jpg","stimuli/objects/outdoorheater.jpg",4,0,1.1,0,22,4,"Kitchen & utensil",0,-0.99717194207397,0.00842085083942488,0.0143256353202683,-0.995301706861127,-0.411692376282134,0.332357005319251,0.130902771056924,-0.0226361183695307,-0.305884588598447,0.645771263105426,0.195249891724608,0.153143874797538,0.0162382862499871,0.0134508807358986,0.659521701898199,-0.871364220516829,0.645771263105426,NA,0.746691298377436,NA,2.21926000584579,NA
"23",1,"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","Hand labour tool & accessory",1,2,2,"stimuli/m5.jpg","stimuli/objects/adjustablewrench01b.jpg",2,1,0.913,1,23,2,"Hand labour tool & accessory",1,-0.998297698462702,0.0143256353202683,0.00762988326095638,-0.99717194207397,0.257884223630399,0.130902771056924,0.879118779793198,-0.411692376282134,-0.582188992306152,0.195249891724608,0.0367618231719138,-0.305884588598447,-0.388292587283381,0.659521701898199,0.0764895137739316,0.0162382862499871,0.130902771056924,NA,0.920442481484041,NA,1.44327276117465,NA
"24",1,"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","Electronic device & accessory",0,3,2,"stimuli/m2.jpg","stimuli/objects/phonejack.jpg",4,0,1.059,0,24,4,"Outdoor activity & sport item",0,-0.0472813414408024,0.00141323814383556,0.39465192536126,-0.992194658314594,-0.750122723764288,0.00658673560000575,0.0277188948713752,-0.584875301989788,-0.995301706861127,0.00141323814383556,0.0109751591247871,-0.992194658314594,0.0484489759166875,0.990586788112323,0.566654020642578,0.741803300656946,0.990586788112323,NA,0.0609989223989959,NA,1.96855338955886,-0.178052513600149
"25",1,"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","Outdoor activity & sport item",1,4,2,"stimuli/m2.jpg","stimuli/objects/patioumbrella.jpg",1,0,1.119,0,25,1,"Hand labour tool & accessory",0,-0.426527150610881,0.39465192536126,0.02903298120617,-0.0472813414408024,-0.849590608609266,0.0277188948713752,0.00586947136955654,-0.750122723764288,-0.99717194207397,0.0109751591247871,0.00336048641963286,-0.995301706861127,0.49977697772043,0.566654020642578,0.961737061004641,0.0484489759166875,0.0277188948713752,NA,0.837702397007572,NA,0.419898950369125,0.120471621343982
"26",1,"stimuli/m5.jpg","stimuli/m2.jpg",1,"stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","Electronic device & accessory",0,1,2,"stimuli/m5.jpg","stimuli/objects/wire.jpg",4,0,1.041,0,26,4,"Hand labour tool & accessory",0,-0.0504896624984367,0.00762988326095638,0.600189970068797,-0.998297698462702,-0.242837910807934,0.879118779793198,0.290151330744133,0.257884223630399,-0.748505745179082,0.0367618231719138,0.0429308270135495,-0.582188992306152,-0.631793090424451,0.0764895137739316,0.0667278721735213,-0.388292587283381,0.879118779793198,NA,0.468521615565385,NA,2.29584511146822,NA
"27",1,"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","Kitchen & utensil",0,2,2,"stimuli/m5.jpg","stimuli/objects/cowbell.jpg",1,0,1.104,0,27,1,"Electronic device & accessory",0,-0.428458345095367,0.600189970068797,0.114106950936444,-0.0504896624984367,-0.544239113155343,0.290151330744133,0.0736721604010442,-0.242837910807934,0.0808240376082106,0.0429308270135495,0.78180649722982,-0.748505745179082,-0.778364091327459,0.0667278721735213,0.0304143914326914,-0.631793090424451,0.600189970068797,NA,0.981216463951611,NA,1.95450079701063,NA
"28",1,"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","Outdoor activity & sport item",1,1,2,"stimuli/m2.jpg","stimuli/objects/baseball01a.jpg",1,1,0.738,1,28,1,"Outdoor activity & sport item",1,-0.65480773780181,0.02903298120617,0.00515363144703986,-0.426527150610881,-0.909463616062508,0.00586947136955654,0.00196877310259926,-0.849590608609266,-0.998297698462702,0.00336048641963286,0.00140737354161216,-0.99717194207397,0.737036621594137,0.961737061004641,0.991470221908749,0.49977697772043,0.961737061004641,NA,0.189575995623232,NA,0.017903351692503,-0.0574340378105285
"29",1,"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","Outdoor activity & sport item",1,4,2,"stimuli/m2.jpg","stimuli/objects/bikehelmet.jpg",4,1,0.978,1,29,4,"Outdoor activity & sport item",1,-0.792217368253031,0.00515363144703986,0.00192288366820779,-0.65480773780181,-0.945503158142678,0.00196877310259926,0.00107744358643148,-0.909463616062508,-0.998975328441042,0.00140737354161216,0.000880320786556001,-0.998297698462702,0.861762183460684,0.991470221908749,0.996119351958805,0.737036621594137,0.991470221908749,NA,0.0571498948231851,NA,0.00170174386269261,-0.0536055792578415
"30",1,"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","Outdoor activity & sport item",1,2,2,"stimuli/m2.jpg","stimuli/objects/canoepaddle02.jpg",2,1,0.954,1,30,2,"Outdoor activity & sport item",1,-0.874928766419137,0.00192288366820779,0.00109947709045484,-0.792217368253031,-0.967196549682474,0.00107744358643148,0.000775826887562085,-0.945503158142678,-0.999383216321708,0.000880320786556001,0.000686978340208895,-0.998975328441042,0.927329447783169,0.996119351958805,0.997437717681774,0.861762183460684,0.996119351958805,NA,0.0294542900153577,NA,0.000279485520300812,-0.0412339505468928
"31",1,"stimuli/m5.jpg","stimuli/m2.jpg",1,"stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","Hand labour tool & accessory",1,3,2,"stimuli/m5.jpg","stimuli/objects/leafrake.jpg",1,0,0.583,0,31,1,"Electronic device & accessory",0,-0.65597018759094,0.114106950936444,0.0345739231939713,-0.428458345095367,0.18820542802836,0.0736721604010442,0.839714510382925,-0.544239113155343,-0.349416288883441,0.78180649722982,0.11011249095657,0.0808240376082106,-0.866590021165739,0.0304143914326914,0.0155990754665336,-0.778364091327459,0.114106950936444,NA,0.73850202252176,NA,1.7758622294541,NA
"32",1,"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","Hand labour tool & accessory",1,2,2,"stimuli/m5.jpg","stimuli/objects/lawnmower.jpg",2,1,1.262,1,32,2,"Hand labour tool & accessory",1,-0.792917085201844,0.0345739231939713,0.00561110412145442,-0.65597018759094,0.573245864925632,0.839714510382925,0.979644918216376,0.18820542802836,-0.608392161496669,0.11011249095657,0.0112686937768167,-0.349416288883441,-0.919696124336719,0.0155990754665336,0.0034752838853527,-0.866590021165739,0.839714510382925,NA,0.570858477187797,NA,0.109882998867648,0.0960420588804469
"33",1,"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","Outdoor activity & sport item",1,2,2,"stimuli/m2.jpg","stimuli/objects/reflector.jpg",2,1,1.416,1,33,2,"Outdoor activity & sport item",1,-0.924715490712967,0.00109947709045484,0.000800086805273992,-0.874928766419137,-0.980254519049899,0.000775826887562085,0.000648621870485134,-0.967196549682474,-0.999628737518396,0.000686978340208895,0.000602832158027445,-0.999383216321708,0.961797652106309,0.997437717681774,0.997948459166213,0.927329447783169,0.997437717681774,NA,0.0206092001796002,NA,6.16255256059472e-05,-0.0294674022981515
"34",1,"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","Kitchen & utensil",0,2,2,"stimuli/m2.jpg","stimuli/objects/fryingpan02a.jpg",1,0,0.45,0,34,1,"Outdoor activity & sport item",0,-0.954683765592469,0.000800086805273992,0.0094955512131594,-0.924715490712967,-0.988114542397923,0.000648621870485134,0.00836867456154425,-0.980254519049899,-0.05118937944725,0.000602832158027445,0.288570318612349,-0.999628737518396,0.180870847202352,0.997948459166213,0.693565455612947,0.961797652106309,0.997948459166213,NA,0.016985319578745,NA,1.5733181279482,-0.188451877602304
"35",1,"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","Kitchen & utensil",0,4,2,"stimuli/m2.jpg","stimuli/objects/muffintray01.jpg",4,1,1.046,1,35,4,"Kitchen & utensil",1,-0.972722660739559,0.0094955512131594,0.0043622477653156,-0.954683765592469,-0.992845750236839,0.00836867456154425,0.00404283646551278,-0.988114542397923,0.447397864048486,0.288570318612349,0.93385806861432,-0.05118937944725,-0.289194807489332,0.693565455612947,0.0577368471548519,0.180870847202352,0.288570318612349,NA,0.696671927791695,NA,0.946844141768205,NA
"36",1,"stimuli/m5.jpg","stimuli/m2.jpg",1,"stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","Hand labour tool & accessory",1,3,2,"stimuli/m5.jpg","stimuli/objects/pliers02b.jpg",3,1,1.069,1,36,3,"Hand labour tool & accessory",1,-0.875349949177338,0.00561110412145442,0.00193978183145795,-0.792917085201844,0.775658648023783,0.979644918216376,0.993654944342555,0.573245864925632,-0.764278298769495,0.0112686937768167,0.00295143629608194,-0.608392161496669,-0.951662443072904,0.0034752838853527,0.00145383752990538,-0.919696124336719,0.979644918216376,NA,0.119454507884233,NA,0.00682822756239684,-0.0588758910014897
"37",1,"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","Electronic device & accessory",0,2,2,"stimuli/m5.jpg","stimuli/objects/papershredder.jpg",2,1,0.954,1,37,2,"Electronic device & accessory",1,0.014143019484375,0.00193978183145795,0.436538427765036,-0.875349949177338,0.0688276284675673,0.993654944342555,0.536742278981501,0.775658648023783,-0.858111317068208,0.00295143629608194,0.0161643886305451,-0.764278298769495,-0.970904026855723,0.00145383752990538,0.0105549046229177,-0.951662443072904,0.00193978183145795,NA,0.0451313715230906,NA,2.08227068006746,NA
"38",1,"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","Outdoor activity & sport item",1,2,2,"stimuli/m2.jpg","stimuli/objects/boatmotor.jpg",3,0,1.099,0,38,3,"Kitchen & utensil",0,-0.983580867941544,0.0043622477653156,0.00601491582627455,-0.972722660739559,-0.995693620608705,0.00404283646551278,0.0057458095128554,-0.992845750236839,-0.128763386925906,0.93385806861432,0.152081712796212,0.447397864048486,0.32228024920608,0.0577368471548519,0.836157561864658,-0.289194807489332,0.93385806861432,NA,0.274549157424473,NA,1.9629215454331,NA
