"SubNum","trial_n_block","character","response","respCat","corrCat","accuracy","cumAcc","cumAccBlock","cumAccbyChar","RT","corr_ans","trialNum","trialNbychar","listN","NfromChange","befAft","is_prev_optimal","isoptimal","probOptimal","probOptimalChar","iCP","iCP_opt","iCP_new","trialCond","image","recogAcc","confidence","association","RTrecog","corr_ans_assoc"
10,34,"m5",2,"stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",1,0.441176470588235,0.441176470588235,0.235294117647059,1.57972,2,53,17,2,34,1,0,1,0.75,1,"afterCP","beforeCP",NA,1,"hammer01.jpg",1,4,NA,1.519945,NA
10,35,"m5",2,"stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",1,0.457142857142857,0.457142857142857,0.277777777777778,0.81394,2,54,18,2,35,1,0,1,0.75,1,"afterCP","beforeCP",NA,1,"aircompressor.jpg",1,4,"right",1.481225,1
10,37,"m2",3,"stimuli/Kitchen & utensil.png","Outdoor activity & sport item",0,0.432432432432432,0.432432432432432,0.611111111111111,2.49896,1,56,18,2,37,1,0,0,0.5,0.5,"afterCP","beforeCP",NA,1,"canoepaddle02.jpg",1,4,"left",1.15259,1
10,38,"m2",2,"stimuli/Outdoor activity & sport item.png","Outdoor activity & sport item",1,0.447368421052632,0.447368421052632,0.631578947368421,1.76385,2,57,19,2,38,1,0,1,0.75,0.5,"afterCP","beforeCP",NA,1,"backpack01a.jpg",1,2,NA,1.399535,NA
10,39,"m2",1,"stimuli/Outdoor activity & sport item.png","Outdoor activity & sport item",1,0.461538461538462,0.461538461538462,0.65,1.572835,1,58,20,2,39,1,0,1,0.5,0.5,"afterCP","beforeCP",NA,1,"hockeypuck.jpg",0,4,NA,1.460025,NA
10,40,"m2",1,"stimuli/Hand labour tool & accessory.png","Outdoor activity & sport item",0,0.45,0.45,0.619047619047619,1.60322,2,59,21,2,40,1,0,0,0.5,NA,"afterCP","beforeCP",NA,1,"baseballglove.jpg",1,3,NA,0.73696,NA
10,41,"m5",4,"stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",1,0.463414634146341,0.463414634146341,0.3,1.60733,4,60,20,2,41,1,0,1,0.75,1,"afterCP","beforeCP",NA,1,"snowblower.jpg",1,4,"left",1.09769,0
10,43,"m5",2,"stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",1,0.488372093023256,0.488372093023256,0.333333333333333,0.6462,2,62,21,2,43,1,0,1,1,NA,"afterCP","beforeCP",NA,1,"rope03.jpg",1,4,"left",1.03689,0
10,44,"m2",3,"stimuli/Outdoor activity & sport item.png","Outdoor activity & sport item",1,0.5,0.5,0.652173913043478,1.003475,3,63,23,2,44,1,0,1,1,NA,"afterCP","beforeCP",NA,1,"toyhockeystick01.jpg",1,4,NA,0.759205,NA
10,45,"m5",4,"stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",1,0.511111111111111,0.511111111111111,0.363636363636364,1.804575,4,64,22,2,45,1,0,1,NA,NA,"afterCP","beforeCP",NA,1,"saw02b.jpg",1,4,NA,0.91765,NA
10,46,"m5",2,"stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",1,0.521739130434783,0.521739130434783,0.391304347826087,2.864535,2,65,23,2,46,1,0,1,NA,NA,"afterCP","beforeCP",NA,1,"flooringstapler.jpg",1,3,"left",3.42126,0
10,47,"m2",4,"stimuli/Outdoor activity & sport item.png","Outdoor activity & sport item",1,0.531914893617021,0.531914893617021,0.666666666666667,1.403595,4,66,24,2,47,1,0,1,NA,NA,"afterCP","beforeCP",NA,1,"swimgoggles.jpg",1,4,NA,1.424645,NA
10,48,"m5",1,"stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",1,0.541666666666667,0.541666666666667,0.416666666666667,1.185295,1,67,24,2,48,1,0,1,NA,NA,"afterCP","beforeCP",NA,1,"wheel01.jpg",1,4,NA,1.132765,NA
10,1,"m5",2,"stimuli/Hand labour tool & accessory.png","Kitchen & utensil",0,0.530612244897959,0,0,1.466705,4,68,1,3,1,0,1,0,0.25,0.25,"afterCP","afterCP","bef_cp",1,"corkscrew03a.jpg",1,4,NA,1.203215,NA
10,2,"m5",3,"stimuli/Outdoor activity & sport item.png","Kitchen & utensil",0,0.52,0,0,2.749,2,69,2,3,2,0,0,0,0.25,0.5,"afterCP","afterCP","bef_cp",1,"towel01.jpg",1,4,NA,0.847515,NA
10,4,"m5",2,"stimuli/Outdoor activity & sport item.png","Kitchen & utensil",0,0.5,0,0,1.11251,4,71,4,3,4,0,0,0,0.5,0.75,"afterCP","afterCP","aft_cp",1,"cork02.jpg",1,4,"left",1.670185,0
10,5,"m2",3,"stimuli/Outdoor activity & sport item.png","Electronic device & accessory",0,0.490566037735849,0,0,0.93374,2,72,1,3,5,0,1,0,0.75,0.5,"afterCP","afterCP","aft_cp",1,"usbkey.jpg",1,4,"left",1.137285,1
10,6,"m5",2,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.5,0.166666666666667,0.2,0.58034,2,73,5,3,6,0,0,1,1,1,"afterCP","beforeCP","aft_cp",1,"tupperware03a.jpg",1,4,NA,0.9153,NA
10,7,"m2",1,"stimuli/Electronic device & accessory.png","Electronic device & accessory",1,0.509090909090909,0.285714285714286,0.5,1.54181,1,74,2,3,7,0,0,1,1,0.5,"afterCP","beforeCP","bef_cp",1,"cellphone.jpg",1,4,"right",1.18008,0
10,8,"m5",3,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.517857142857143,0.375,0.333333333333333,2.634575,3,75,6,3,8,0,0,1,0.75,0.75,"afterCP","beforeCP","bef_cp",1,"butterknife.jpg",1,4,NA,1.503935,NA
10,10,"m5",3,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.517241379310345,0.4,0.428571428571429,0.89687,3,77,7,3,10,0,0,1,0.5,0.75,"afterCP","beforeCP","bef_cp",1,"travelmug.jpg",1,4,NA,0.79947,NA
10,12,"m2",4,"stimuli/Kitchen & utensil.png","Electronic device & accessory",0,0.5,0.333333333333333,0.2,3.267425,3,79,5,3,12,0,0,0,0.5,0.5,"afterCP","beforeCP","bef_cp",1,"filmnegative.jpg",1,4,NA,1.08614,NA
10,13,"m2",4,"stimuli/Electronic device & accessory.png","Electronic device & accessory",1,0.508196721311475,0.384615384615385,0.333333333333333,3.580325,4,80,6,3,13,0,0,1,0.75,0.75,"afterCP","beforeCP","bef_cp",1,"securitycamera.jpg",1,4,NA,0.77048,NA
10,15,"m2",3,"stimuli/Kitchen & utensil.png","Electronic device & accessory",0,0.492063492063492,0.333333333333333,0.285714285714286,0.664425,4,82,7,3,15,0,0,0,0.75,0.75,"afterCP","beforeCP","bef_cp",1,"nintendods.jpg",1,4,"right",2.264375,0
10,16,"m2",4,"stimuli/Electronic device & accessory.png","Electronic device & accessory",1,0.5,0.375,0.375,1.150995,4,83,8,3,16,0,0,1,0.75,1,"afterCP","beforeCP","bef_cp",1,"dvdplayer.jpg",1,4,"left",1.624525,1
10,18,"m2",2,"stimuli/Electronic device & accessory.png","Electronic device & accessory",1,0.5,0.388888888888889,0.4,2.36405,2,85,10,3,18,0,0,1,0.75,1,"afterCP","beforeCP","bef_cp",1,"expansioncard.jpg",1,4,"left",1.116415,1
10,19,"m5",2,"stimuli/Hand labour tool & accessory.png","Kitchen & utensil",0,0.492537313432836,0.368421052631579,0.333333333333333,1.630945,4,86,9,3,19,0,1,0,0.75,0.75,"afterCP","beforeCP","bef_cp",1,"funnel.jpg",1,4,"right",0.958065,1
10,20,"m2",4,"stimuli/Electronic device & accessory.png","Electronic device & accessory",1,0.5,0.4,0.454545454545455,1.288385,4,87,11,3,20,0,0,1,1,1,"afterCP","beforeCP","bef_cp",1,"photocopier.jpg",1,4,"right",2.02286,0
10,21,"m2",1,"stimuli/Electronic device & accessory.png","Electronic device & accessory",1,0.507246376811594,0.428571428571429,0.5,1.58912,1,88,12,3,21,0,0,1,1,1,"afterCP","beforeCP","bef_cp",1,"electricoutlet.jpg",1,4,"right",1.413695,0
10,22,"m5",2,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.514285714285714,0.454545454545455,0.4,1.76947,2,89,10,3,22,0,0,1,1,1,"afterCP","beforeCP","bef_cp",1,"cookiecutter.jpg",1,4,"right",0.941405,1
10,23,"m5",4,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.52112676056338,0.478260869565217,0.454545454545455,1.886725,4,90,11,3,23,0,0,1,1,1,"afterCP","beforeCP","bef_cp",1,"saladspinner.jpg",1,4,"right",1.221285,1
10,24,"m2",1,"stimuli/Electronic device & accessory.png","Electronic device & accessory",1,0.527777777777778,0.5,0.538461538461539,0.671535,1,91,13,3,24,0,0,1,1,1,"afterCP","beforeCP","bef_cp",1,"extensioncord.jpg",0,2,NA,2.541115,NA
10,25,"m5",4,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.534246575342466,0.52,0.5,0.72847,4,92,12,3,25,1,0,1,1,0.75,"afterCP","beforeCP","bef_cp",1,"bowl02a.jpg",1,4,"left",1.485495,0
10,27,"m2",2,"stimuli/Electronic device & accessory.png","Electronic device & accessory",1,0.533333333333333,0.518518518518518,0.533333333333333,0.698125,2,94,15,3,27,1,0,1,1,1,"afterCP","beforeCP","bef_cp",1,"fluorescentlightbulb.jpg",1,3,NA,1.099635,NA
10,28,"m2",4,"stimuli/Electronic device & accessory.png","Electronic device & accessory",1,0.539473684210526,0.535714285714286,0.5625,1.333345,4,95,16,3,28,1,0,1,0.75,0.75,"afterCP","beforeCP","bef_cp",1,"gps.jpg",1,4,"left",1.450645,1
10,31,"m5",2,"stimuli/Outdoor activity & sport item.png","Kitchen & utensil",0,0.518987341772152,0.483870967741935,0.4,0.612465,3,98,15,3,31,1,0,0,0.5,0.5,"afterCP","beforeCP","bef_cp",1,"handmixer01d.jpg",1,4,"right",0.92638,1
10,32,"m2",1,"stimuli/Electronic device & accessory.png","Electronic device & accessory",1,0.525,0.5,0.588235294117647,1.13123,1,99,17,3,32,1,0,1,0.75,0.75,"afterCP","beforeCP","bef_cp",1,"ipod.jpg",1,4,NA,0.625585,NA
10,34,"m5",2,"stimuli/Electronic device & accessory.png","Kitchen & utensil",0,0.51219512195122,0.470588235294118,0.352941176470588,1.114465,1,101,17,3,34,1,0,0,0.75,0.75,"afterCP","beforeCP","bef_cp",1,"toothpick02.jpg",1,4,NA,1.52622,NA
10,35,"m5",2,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.518072289156627,0.485714285714286,0.388888888888889,0.996775,2,102,18,3,35,1,0,1,1,1,"afterCP","beforeCP","bef_cp",1,"gasburner.jpg",1,4,"left",1.492085,0
10,36,"m2",1,"stimuli/Electronic device & accessory.png","Electronic device & accessory",1,0.523809523809524,0.5,0.611111111111111,0.90295,1,103,18,3,36,1,0,1,1,0.5,"afterCP","beforeCP","bef_cp",1,"desktopcomputer.jpg",1,4,"left",1.020695,1
10,37,"m5",2,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.529411764705882,0.513513513513514,0.421052631578947,1.27183,2,104,19,3,37,1,0,1,0.75,0.75,"afterCP","beforeCP","bef_cp",1,"thermos.jpg",1,4,NA,0.950135,NA
10,38,"m5",3,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.534883720930233,0.526315789473684,0.45,1.103385,3,105,20,3,38,1,0,1,0.75,0.75,"afterCP","beforeCP","bef_cp",1,"breadknife.jpg",1,4,NA,0.96932,NA
10,39,"m5",4,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.540229885057471,0.538461538461538,0.476190476190476,1.585435,4,106,21,3,39,1,0,1,0.5,NA,"afterCP","beforeCP","bef_cp",1,"hourglass.jpg",1,4,"left",1.4294,0
10,40,"m5",4,"stimuli/Electronic device & accessory.png","Kitchen & utensil",0,0.534090909090909,0.525,0.454545454545455,1.99695,2,107,22,3,40,1,0,0,0.5,NA,"afterCP","beforeCP","bef_cp",1,"tray.jpg",1,4,NA,0.757375,NA
10,42,"m2",1,"stimuli/Kitchen & utensil.png","Electronic device & accessory",0,0.522222222222222,0.5,0.578947368421053,2.030975,3,109,19,3,42,1,0,0,0.5,0.5,"afterCP","beforeCP","bef_cp",1,"fanblades.jpg",1,4,"left",1.502315,1
10,43,"m2",4,"stimuli/Electronic device & accessory.png","Electronic device & accessory",1,0.527472527472527,0.511627906976744,0.6,0.972705,4,110,20,3,43,1,0,1,0.75,0.75,"afterCP","beforeCP","bef_cp",1,"djmixer02.jpg",1,4,"right",2.063025,0
10,44,"m2",2,"stimuli/Outdoor activity & sport item.png","Electronic device & accessory",0,0.521739130434783,0.5,0.571428571428571,1.7173,1,111,21,3,44,1,1,0,0.75,NA,"afterCP","beforeCP","bef_cp",1,"satellitedish01.jpg",1,4,"right",0.8959,0
10,45,"m5",2,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.526881720430108,0.511111111111111,0.458333333333333,1.13652,2,112,24,3,45,1,0,1,NA,NA,"afterCP","beforeCP","bef_cp",1,"cookingpot.jpg",1,4,"left",1.223245,0
10,48,"m2",2,"stimuli/Outdoor activity & sport item.png","Electronic device & accessory",0,0.510416666666667,0.479166666666667,0.5,1.303295,3,115,24,3,48,1,1,0,NA,NA,"afterCP","beforeCP","bef_cp",1,"lamp04a.jpg",1,3,"right",1.389715,0
10,2,"m2",2,"stimuli/Electronic device & accessory.png","Kitchen & utensil",0,0.5,0,0,1.738105,3,117,1,4,2,0,1,0,0.5,0.5,"afterCP","afterCP","bef_cp",1,"pitcher02b.jpg",1,3,NA,1.48335,NA
10,3,"m2",3,"stimuli/Outdoor activity & sport item.png","Kitchen & utensil",0,0.494949494949495,0,0,2.040365,4,118,2,4,3,0,0,0,0.5,0.75,"afterCP","afterCP","bef_cp",1,"oven.jpg",1,3,"left",1.436505,1
10,4,"m2",2,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.5,0.25,0.333333333333333,1.337255,2,119,3,4,4,0,0,1,0.5,1,"afterCP","afterCP","aft_cp",1,"pot01.jpg",1,4,NA,1.070255,NA
10,5,"m2",1,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.504950495049505,0.4,0.5,1.01264,1,120,4,4,5,0,0,1,0.25,1,"afterCP","afterCP","bef_cp",1,"muffintray01.jpg",1,3,NA,0.988435,NA
10,6,"m5",4,"stimuli/Electronic device & accessory.png","Hand labour tool & accessory",0,0.5,0.333333333333333,0,1.60315,3,121,2,4,6,0,0,0,0.25,0.25,"afterCP","afterCP","bef_cp",1,"wateringcan.jpg",1,4,"left",2.454795,0
10,7,"m5",1,"stimuli/Outdoor activity & sport item.png","Hand labour tool & accessory",0,0.495145631067961,0.285714285714286,0,1.597195,2,122,3,4,7,0,0,0,0.5,0.5,"afterCP","afterCP","bef_cp",1,"paintroller01.jpg",1,4,NA,0.9418,NA
10,9,"m2",3,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.495238095238095,0.333333333333333,0.6,0.64904,3,124,5,4,9,0,0,1,1,1,"afterCP","beforeCP","bef_cp",1,"measuringcup01.jpg",1,4,"left",0.900135,1
10,11,"m2",2,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.495327102803738,0.363636363636364,0.571428571428571,1.064065,2,126,7,4,11,0,0,1,0.75,0.5,"afterCP","beforeCP","bef_cp",1,"espressomachine.jpg",1,4,"right",1.202595,0
10,12,"m5",4,"stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",1,0.5,0.416666666666667,0.2,1.38838,4,127,5,4,12,0,0,1,0.75,0.5,"afterCP","beforeCP","bef_cp",1,"bungeecord02.jpg",1,4,NA,1.007915,NA
10,13,"m5",4,"stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",1,0.504587155963303,0.461538461538462,0.333333333333333,0.4824,4,128,6,4,13,0,0,1,0.5,0.25,"afterCP","beforeCP","bef_cp",1,"weedwacker.jpg",1,4,"right",1.129475,1
10,14,"m5",1,"stimuli/Outdoor activity & sport item.png","Hand labour tool & accessory",0,0.5,0.428571428571429,0.285714285714286,3.031555,3,129,7,4,14,0,0,0,0.25,0,"afterCP","beforeCP","bef_cp",1,"jigsaw.jpg",0,2,"right",1.636345,1
10,17,"m5",3,"stimuli/Outdoor activity & sport item.png","Hand labour tool & accessory",0,0.486725663716814,0.352941176470588,0.222222222222222,1.054825,1,132,9,4,17,0,0,0,0.25,0.5,"afterCP","beforeCP","bef_cp",1,"chainsaw.jpg",1,3,NA,1.37931,NA
10,19,"m2",1,"stimuli/Electronic device & accessory.png","Kitchen & utensil",0,0.478260869565217,0.315789473684211,0.444444444444444,1.30186,3,134,9,4,19,0,1,0,0.75,0.5,"afterCP","beforeCP","bef_cp",1,"spicerack.jpg",1,4,"right",6.79031,0
10,20,"m5",4,"stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",1,0.482758620689655,0.35,0.272727272727273,1.247565,4,135,11,4,20,0,0,1,1,1,"afterCP","beforeCP","bef_cp",1,"mallet01b.jpg",1,2,NA,2.032515,NA
10,21,"m5",3,"stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",1,0.487179487179487,0.380952380952381,0.333333333333333,1.131125,3,136,12,4,21,0,0,1,0.75,1,"afterCP","beforeCP","bef_cp",1,"bucket02.jpg",1,4,NA,1.22175,NA
10,22,"m5",1,"stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",1,0.491525423728814,0.409090909090909,0.384615384615385,1.06514,1,137,13,4,22,0,0,1,0.75,1,"afterCP","beforeCP","bef_cp",1,"sledgehammer.jpg",1,3,"right",1.053455,1
10,23,"m5",3,"stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",1,0.495798319327731,0.434782608695652,0.428571428571429,1.61382,3,138,14,4,23,0,0,1,0.75,1,"afterCP","beforeCP","bef_cp",1,"stubbywrench01a.jpg",1,4,NA,0.777285,NA
10,24,"m2",1,"stimuli/Outdoor activity & sport item.png","Kitchen & utensil",0,0.491666666666667,0.416666666666667,0.4,1.61327,2,139,10,4,24,0,0,0,0.75,0.75,"afterCP","beforeCP","bef_cp",1,"shotglass.jpg",1,4,NA,1.305555,NA
10,25,"m5",1,"stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",1,0.495867768595041,0.44,0.466666666666667,1.15166,1,140,15,4,25,1,0,1,1,1,"afterCP","beforeCP","bef_cp",1,"pipewrench.jpg",1,4,"right",2.10275,1
10,28,"m2",3,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.491935483870968,0.428571428571429,0.416666666666667,1.28217,3,143,12,4,28,1,0,1,1,0.75,"afterCP","beforeCP","bef_cp",1,"cleaver01.jpg",1,4,NA,1.642735,NA
10,29,"m5",2,"stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",1,0.496,0.448275862068966,0.470588235294118,1.629595,2,144,17,4,29,1,0,1,0.75,0.75,"afterCP","beforeCP","bef_cp",1,"pressurewasher.jpg",1,4,"right",1.15236,1
10,31,"m2",4,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.496062992125984,0.451612903225806,0.428571428571429,1.38138,4,146,14,4,31,1,0,1,0.75,0.5,"afterCP","beforeCP","bef_cp",1,"cowbell.jpg",1,3,"left",3.393445,1
10,32,"m2",3,"stimuli/Outdoor activity & sport item.png","Kitchen & utensil",0,0.4921875,0.4375,0.4,0.921555,2,147,15,4,32,1,0,0,0.75,0.5,"afterCP","beforeCP","bef_cp",1,"waterbottle03.jpg",0,1,"right",0.87829,0
10,33,"m5",3,"stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",1,0.496124031007752,0.454545454545455,0.5,0.679805,3,148,18,4,33,1,0,1,0.75,0.75,"afterCP","beforeCP","bef_cp",1,"jumpercables.jpg",1,4,NA,0.92654,NA
10,34,"m5",2,"stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",1,0.5,0.470588235294118,0.526315789473684,1.023035,2,149,19,4,34,1,0,1,0.75,0.75,"afterCP","beforeCP","bef_cp",1,"pliers02b.jpg",1,3,NA,1.10696,NA
10,35,"m2",1,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.50381679389313,0.485714285714286,0.4375,0.763345,1,150,16,4,35,1,0,1,0.75,0.75,"afterCP","beforeCP","bef_cp",1,"canister.jpg",1,4,NA,1.267715,NA
10,36,"m2",1,"stimuli/Hand labour tool & accessory.png","Kitchen & utensil",0,0.5,0.472222222222222,0.411764705882353,0.648875,3,151,17,4,36,1,0,0,0.5,0.75,"afterCP","beforeCP","bef_cp",1,"contactlens.jpg",0,1,NA,1.1409,NA
10,37,"m2",3,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.503759398496241,0.486486486486487,0.444444444444444,0.6745,3,152,18,4,37,1,0,1,0.75,1,"afterCP","beforeCP","bef_cp",1,"woodenspoon.jpg",1,4,"left",1.19438,1
10,38,"m2",4,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.507462686567164,0.5,0.473684210526316,1.35268,4,153,19,4,38,1,0,1,0.75,0.75,"afterCP","beforeCP","bef_cp",1,"spoon01.jpg",0,2,NA,1.777345,NA
10,39,"m5",2,"stimuli/Outdoor activity & sport item.png","Hand labour tool & accessory",0,0.503703703703704,0.487179487179487,0.5,0.796565,1,154,20,4,39,1,0,0,0.75,0.5,"afterCP","beforeCP","bef_cp",1,"ladder.jpg",0,2,"left",1.545585,0
10,40,"m5",1,"stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",1,0.507352941176471,0.5,0.523809523809524,1.012905,1,155,21,4,40,1,0,1,1,NA,"afterCP","beforeCP","bef_cp",1,"wheelbarrow01.jpg",1,4,"left",0.96678,0
10,41,"m2",1,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.510948905109489,0.51219512195122,0.5,1.43726,1,156,20,4,41,1,0,1,0.75,NA,"afterCP","beforeCP","bef_cp",1,"pastaspoon.jpg",1,4,"right",1.17217,0
10,43,"m2",3,"stimuli/Kitchen & utensil.png","Kitchen & utensil",1,0.510791366906475,0.511627906976744,0.523809523809524,1.89063,3,158,21,4,43,1,0,1,0.5,NA,"afterCP","beforeCP","bef_cp",1,"martiniglass01b.jpg",1,4,"right",0.85293,0
10,45,"m5",4,"stimuli/Electronic device & accessory.png","Hand labour tool & accessory",0,0.51063829787234,0.511111111111111,0.478260869565217,3.84815,2,160,23,4,45,1,0,0,NA,NA,"afterCP","beforeCP","bef_cp",1,"hoe.jpg",1,4,NA,1.291205,NA
10,46,"m5",4,"stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",1,0.514084507042254,0.521739130434783,0.5,1.16185,4,161,24,4,46,1,0,1,NA,NA,"afterCP","beforeCP","bef_cp",1,"gardenshears01a.jpg",1,3,"right",1.151915,1
10,47,"m2",NA,NA,"Kitchen & utensil",0,0.510489510489511,0.51063829787234,0.521739130434783,NA,2,162,23,4,47,1,0,NA,NA,NA,"afterCP","beforeCP","bef_cp",1,"rollingpin01a.jpg",1,3,NA,1.020625,NA
10,1,"m2",1,"stimuli/Kitchen & utensil.png","Outdoor activity & sport item",0,0.503448275862069,0,0,0.61384,4,164,1,5,1,0,1,0,0,0,"afterCP","afterCP","bef_cp",1,"reflector.jpg",1,3,NA,2.521115,NA
10,3,"m2",2,"stimuli/Kitchen & utensil.png","Outdoor activity & sport item",0,0.496598639455782,0,0,0.83806,4,166,3,5,3,0,1,0,0.25,0.5,"afterCP","afterCP","bef_cp",1,"shinpad.jpg",1,4,NA,1.08323,NA
10,4,"m2",3,"stimuli/Kitchen & utensil.png","Outdoor activity & sport item",0,0.493243243243243,0,0,1.115395,2,167,4,5,4,0,1,0,0.5,0.5,"afterCP","afterCP","bef_cp",1,"iceskate.jpg",1,4,"left",1.085535,1
10,5,"m5",4,"stimuli/Hand labour tool & accessory.png","Electronic device & accessory",0,0.48993288590604,0,0,1.846655,3,168,1,5,5,0,1,0,0.5,0.25,"afterCP","afterCP","bef_cp",1,"phonejack.jpg",1,4,"left",1.339435,0
10,8,"m5",3,"stimuli/Hand labour tool & accessory.png","Electronic device & accessory",0,0.480263157894737,0,0,2.305145,4,171,2,5,8,0,1,0,0.25,0.5,"afterCP","afterCP","bef_cp",1,"fuse.jpg",1,4,NA,1.29306,NA
10,9,"m2",2,"stimuli/Electronic device & accessory.png","Outdoor activity & sport item",0,0.477124183006536,0,0,2.26816,4,172,7,5,9,0,0,0,0.5,0.5,"afterCP","afterCP","bef_cp",1,"poolnet.jpg",1,4,NA,0.88526,NA
10,10,"m2",3,"stimuli/Outdoor activity & sport item.png","Outdoor activity & sport item",1,0.480519480519481,0.1,0.125,0.87289,3,173,8,5,10,0,0,1,0.75,0.75,"afterCP","afterCP","bef_cp",1,"hockeygoaliemask.jpg",1,4,NA,0.74195,NA
10,11,"m5",3,"stimuli/Hand labour tool & accessory.png","Electronic device & accessory",0,0.47741935483871,0.0909090909090909,0,0.63026,2,174,3,5,11,0,1,0,0.5,0.75,"afterCP","afterCP","bef_cp",1,"fan.jpg",1,4,NA,0.840305,NA
10,13,"m5",3,"stimuli/Electronic device & accessory.png","Electronic device & accessory",1,0.477707006369427,0.153846153846154,0.25,0.80804,3,176,4,5,13,0,0,1,0.75,1,"afterCP","afterCP","bef_cp",1,"carantenna.jpg",1,4,NA,1.38752,NA
10,14,"m2",1,"stimuli/Kitchen & utensil.png","Outdoor activity & sport item",0,0.474683544303797,0.142857142857143,0.1,0.89895,4,177,10,5,14,0,1,0,0.75,0.75,"afterCP","afterCP","bef_cp",1,"bikewheel.jpg",0,3,"right",1.60327,0
10,15,"m5",1,"stimuli/Electronic device & accessory.png","Electronic device & accessory",1,0.477987421383648,0.2,0.4,2.714875,1,178,5,5,15,0,0,1,1,1,"afterCP","beforeCP","bef_cp",1,"lightbulb01.jpg",1,4,"left",0.85557,0
10,16,"m2",4,"stimuli/Outdoor activity & sport item.png","Outdoor activity & sport item",1,0.48125,0.25,0.181818181818182,1.38583,4,179,11,5,16,0,0,1,1,1,"afterCP","beforeCP","bef_cp",1,"bikepump01.jpg",1,4,"right",1.04587,0
10,17,"m5",3,"stimuli/Electronic device & accessory.png","Electronic device & accessory",1,0.484472049689441,0.294117647058824,0.5,0.63988,3,180,6,5,17,0,0,1,1,0.75,"afterCP","beforeCP","bef_cp",1,"chandelier.jpg",1,4,NA,0.715795,NA
10,18,"m2",1,"stimuli/Outdoor activity & sport item.png","Outdoor activity & sport item",1,0.487654320987654,0.333333333333333,0.25,1.280835,1,181,12,5,18,0,0,1,1,1,"afterCP","beforeCP","bef_cp",1,"magneticcompass.jpg",1,4,NA,0.992775,NA
10,19,"m2",3,"stimuli/Outdoor activity & sport item.png","Outdoor activity & sport item",1,0.49079754601227,0.368421052631579,0.307692307692308,0.93625,3,182,13,5,19,0,0,1,1,1,"afterCP","beforeCP","bef_cp",1,"baseball01a.jpg",1,4,"left",0.780045,1
10,20,"m2",2,"stimuli/Outdoor activity & sport item.png","Outdoor activity & sport item",1,0.49390243902439,0.4,0.357142857142857,0.935275,2,183,14,5,20,0,0,1,1,1,"afterCP","beforeCP","bef_cp",1,"handgripper.jpg",1,4,NA,1.21245,NA
10,21,"m2",2,"stimuli/Outdoor activity & sport item.png","Outdoor activity & sport item",1,0.496969696969697,0.428571428571429,0.4,1.332845,2,184,15,5,21,0,0,1,1,1,"afterCP","beforeCP","bef_cp",1,"snowboard.jpg",1,4,NA,0.931365,NA
10,23,"m2",1,"stimuli/Outdoor activity & sport item.png","Outdoor activity & sport item",1,0.497005988023952,0.434782608695652,0.4375,1.047385,1,186,16,5,23,0,0,1,0.75,1,"afterCP","beforeCP","bef_cp",1,"hockeygoalieglove.jpg",1,4,"left",1.154195,1
